property_id,price,beds,baths,size(sqft),line,city,state,zipcode,longitude,latitude,days_ago,features
M9064754218,399900,3,3,1974,102 Spirit Way,Brick,NJ,8723,-74.146388,40.063337,13,"basement, garage_1_or_more, two_or_more_stories"
M5861795072,399900,3,3,2100,256 Atsion Way,Toms River,NJ,8753,-74.122352,40.01483,32,two_or_more_stories
M5017850942,399999,4,2,1738,809 Cross St,Lakewood,NJ,8701,-74.246793,40.072937,17,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5936041761,399999,3,3,2700,19 Brookfield Dr,Jackson,NJ,8527,-74.297537,40.135515,16,"basement, garage_1_or_more, two_or_more_stories"
M5377129968,399999,4,2,2500,1092 Wake Forest Dr,Toms River,NJ,8753,-74.149856,39.984031,9,single_story
M5109556129,400000,3,2,1536,290 Jill Ct,Toms River,NJ,8753,-74.122972,40.006762,14,"garage_1_or_more, two_or_more_stories"
M5561271139,400000,4,2,2100,9 King St,Toms River,NJ,8753,-74.194482,39.961225,18,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6701272883,403000,3,2,1136,403 Kingfisher Rd,Tuckerton,NJ,8087,-74.333422,39.58262,22,single_story
M6219891737,405000,3,2,1697,1681 Lincoln Blvd,Whiting,NJ,8759,-74.386093,39.921513,32,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6958365026,405000,5,2,2254,552 Seaman Ave,Beachwood,NJ,8722,-74.196625,39.933143,12,"basement, garage_1_or_more, two_or_more_stories"
M9846409500,405900,3,3,1895,13 Molly Ct,Barnegat,NJ,8005,-74.23386743,39.7627326,74,"basement, garage_1_or_more, garage_2_or_more, single_story"
M9497977697,407190,3,2,1846,50 Woodside Ln,Whiting,NJ,8759,-74.388161,39.95258,45,"garage_1_or_more, garage_2_or_more, single_story"
M5275469180,409000,3,2,1698,47 Forest Dr,Jackson,NJ,8527,-74.253141,40.142972,23,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5547553696,409000,4,3,2176,111 N Crest Pl,Lakewood,NJ,8701,-74.256081,40.09059,106,"basement, garage_1_or_more, two_or_more_stories"
M6883966185,409000,4,3,2300,715 Old Burnt Tavern Rd,Brick,NJ,8724,-74.102741,40.090674,70,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5959650362,409000,3,2,1712,1290 Linda Dr,Toms River,NJ,8753,-74.12615,39.967617,13,"basement, garage_1_or_more, single_story"
M9126282922,409900,4,3,2601,12 Prairie Ln,Bayville,NJ,8721,-74.165462,39.905294,197,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6929935300,409900,2,2,1920,9 Lyon Ct,Manchester,NJ,8759,-74.266608,40.050008,11,"garage_1_or_more, garage_2_or_more, single_story"
M9971883576,409900,4,3,2730,933 Amsterdam Ave,Toms River,NJ,8757,-74.266151,40.006371,52,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5001559427,410000,4,2,1440,104 Emily Dr,Manahawkin,NJ,8050,-74.242958,39.679167,58,"garage_1_or_more, single_story"
M5400169583,410000,2,2,2548,30 Marlow Dr,Jackson,NJ,8527,-74.312444,40.138571,31,"garage_1_or_more, garage_2_or_more, single_story"
M6648743312,410000,4,3,2108,755 Nugentown Rd,Tuckerton,NJ,8087,-74.376485,39.614799,29,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5187887181,410000,4,3,2008,631 Presbrey Ave,Bayville,NJ,8721,-74.17618,39.87769,9,"basement, garage_1_or_more, two_or_more_stories"
M5664823931,410000,4,3,2436,7 Ballast Ave,Barnegat,NJ,8005,-74.281684,39.749189,14,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5378217864,410000,3,2,1422,352 Maria Dr,Toms River,NJ,8753,-74.117492,40.005637,17,single_story
M5382903040,411000,4,3,1956,552 Pennsylvania Ave,Brick,NJ,8724,-74.122225,40.108052,21,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9272974112,414640,2,2,1728,29 Woodside Ln,Whiting,NJ,8759,-74.38792,39.950956,36,"garage_1_or_more, garage_2_or_more, single_story"
M6630144274,414888,4,3,1818,26 Sage Rd,Toms River,NJ,8753,-74.144486,40.000399,37,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5468605781,415000,2,2,2087,10 Xavier Ct,Manchester,NJ,8759,-74.266047,40.037282,57,"garage_1_or_more, garage_2_or_more, single_story"
M6238008547,415000,2,3,2429,4 Portland St,Barnegat,NJ,8005,-74.282641,39.766668,33,"garage_1_or_more, garage_2_or_more, single_story"
M6467515884,415000,4,2,1604,4 Dartmouth Dr,Jackson,NJ,8527,-74.269078,40.124762,69,"garage_1_or_more, two_or_more_stories"
M5306679666,415000,3,2,1879,189 Commodore Rd,Manahawkin,NJ,8050,-74.276651,39.745987,17,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5083885793,415000,4,3,3473,76 Honeysuckle Dr,Manahawkin,NJ,8050,-74.305692,39.75344,11,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5695558000,415000,4,3,2256,2021 Bayonne Ave,Whiting,NJ,8759,-74.371731,39.942629,22,"basement, garage_1_or_more, two_or_more_stories"
M6522700448,415000,4,4,2310,66 Station Rd,Bayville,NJ,8721,-74.16322,39.899072,21,"garage_1_or_more, two_or_more_stories"
M9670151109,415250,4,4,2315,3 Paddock Ct,Bayville,NJ,8721,-74.163554,39.904356,25,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9193837452,415540,3,2,1846,52 Woodside Ln,Whiting,NJ,8759,-74.390576,39.952028,60,"garage_1_or_more, garage_2_or_more, single_story"
M5092815497,415900,4,2,1804,12 Castle Ave,Jackson,NJ,8527,-74.295024,40.11823,9,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9558840360,415990,4,3,2340,24 Fullrigger Ave,Barnegat,NJ,8005,-74.286138,39.75298,39,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6775516790,415999,4,3,2252,472 Magnolia Ave,Brick,NJ,8723,-74.134981,40.048741,25,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9668723244,417190,4,3,2867,30 Fullrigger Ave,Barnegat,NJ,8005,-74.286317,39.753632,39,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6650084762,418990,3,3,2401,8 Tina Way,Barnegat,NJ,8005,-74.280041,39.750871,39,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6599324117,419000,4,3,1840,91 Hendrickson Ave,Brick,NJ,8724,-74.117095,40.080971,46,"garage_1_or_more, two_or_more_stories"
M6010133303,419000,3,2,1572,18 Toronto Dr,Brick,NJ,8723,-74.087946,40.014604,73,"garage_1_or_more, two_or_more_stories"
M6754967511,419000,4,3,2436,732 3rd Ave,Toms River,NJ,8757,-74.266994,39.994219,8,"basement, garage_1_or_more, two_or_more_stories"
M6968794598,419000,3,3,2196,31 Morning Glory Ln,Lakewood,NJ,8701,-74.240451,40.059556,71,"garage_1_or_more, garage_2_or_more, single_story"
M5601720431,419000,3,3,2224,8 Deer Ln,Jackson,NJ,8527,-74.271166,40.143999,101,"garage_1_or_more, two_or_more_stories"
M9693957202,419225,3,3,2401,1 Magner Ave,Barnegat,NJ,8005,-74.267354,39.753,39,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5712173169,419500,4,3,2150,568 Iowa Ave,Brick,NJ,8724,-74.125615,40.107633,57,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6001887900,419900,4,3,2482,426 Mamie Dr,Brick,NJ,8723,-74.10048,40.03991,17,"garage_1_or_more, two_or_more_stories"
M6411863128,419900,4,3,2278,500 Pirate Ln,Manahawkin,NJ,8050,-74.269431,39.739035,49,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6968442574,419900,3,3,1768,36 Sunset Rd,Brick,NJ,8723,-74.118577,40.049329,35,"garage_1_or_more, two_or_more_stories"
M5144821083,419900,4,3,1824,401 Clark Dr,Brick,NJ,8724,-74.11007,40.095156,50,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6942039454,419900,2,2,1141,622 Trenton Ave Unit 308,Point Pleasant Beach,NJ,8742,-74.051416,40.089268,9,single_story
M9372547562,419985,3,4,2162,22 Portsmouth Ln,Tuckerton,NJ,8087,-74.335658,39.609978,10,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6775696822,419995,2,1,980,224 Manchester Ave,Toms River,NJ,8755,-74.253944,40.053157,87,single_story
M5259404410,420000,3,3,1948,209 Edgemere Dr,Toms River,NJ,8755,-74.234541,40.020732,108,basement
M5792985695,420000,4,4,2146,710 Linden Ave,Pine Beach,NJ,8741,-74.166297,39.934185,24,"garage_1_or_more, two_or_more_stories"
M6377785610,420000,3,3,1750,764 Pontiac Ct,Toms River,NJ,8753,-74.149119,39.967896,45,"basement, garage_2_or_more, two_or_more_stories"
M5073449802,424000,2,1,1000,76 Farragut Ave,Seaside Park,NJ,8752,-74.075692,39.936725,27,two_or_more_stories
M6483897491,424000,5,3,2794,328 E Bayview Ave,Ocean Gate,NJ,8740,-74.132438,39.927217,11,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5792614778,424900,4,3,2410,687 Route 539,New Egypt,NJ,8533,-74.473638,40.075119,17,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9038888179,424900,4,3,2220,15 Molly Ct,Barnegat,NJ,8005,-74.2335412,39.76198907,74,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5246813076,424900,4,3,2175,641 Commonwealth Blvd,Toms River,NJ,8757,-74.270421,40.00088,21,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6685764656,424900,3,3,1860,1300 Parkview Blvd,Toms River,NJ,8757,-74.252522,40.0053,9,"basement, garage_1_or_more, two_or_more_stories"
M9495142053,424900,4,3,2220,1 Molly Ct,Barnegat,NJ,8005,-74.3246504,39.7642099,78,"basement, two_or_more_stories"
M6700068481,425000,5,3,2527,51 Morgan Rd,Toms River,NJ,8755,-74.224953,39.962664,14,"basement, garage_1_or_more, two_or_more_stories"
M6305053862,425000,4,2,2768,999 Green Hill Blvd,Toms River,NJ,8753,-74.175151,39.996119,15,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6361912428,425000,3,2,1418,6 Bay Bridge Dr,Brick,NJ,8724,-74.09619,40.079197,56,"garage_1_or_more, garage_2_or_more, single_story"
M6434222877,425000,4,3,2000,973 Seabury Ct,Toms River,NJ,8753,-74.151628,39.979116,14,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5463723423,425000,3,3,2400,4 Chris Ann Ct,Jackson,NJ,8527,-74.329249,40.135715,10,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5523721590,425000,4,3,2542,11 Frank Applegate Rd,Jackson,NJ,8527,-74.306165,40.117298,8,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6203231935,425000,3,2,1902,4 Davey Jones Way,Waretown,NJ,8758,-74.185675,39.796388,26,"garage_1_or_more, single_story"
M6320762420,425000,4,4,2096,16 Huntington Ct,Toms River,NJ,8753,-74.171197,40.003159,30,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6635909336,425000,2,2,1040,327 Bay Shore Dr,Barnegat,NJ,8005,-74.191284,39.757871,101,single_story
M6059974468,425000,2,2,2147,46 Muirfield Rd,Jackson,NJ,8527,-74.294813,40.116369,36,"garage_1_or_more, garage_2_or_more, single_story"
M5838231624,425000,4,3,1686,809 W Briar Ave,Toms River,NJ,8753,-74.165344,39.965136,8,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6865371978,425000,3,3,1456,1191 Anthony Ct,Lakewood,NJ,8701,-74.212718,40.053281,22,"basement, garage_1_or_more, two_or_more_stories"
M6348237569,425000,2,3,2360,112 Skyline Dr,Lakewood,NJ,8701,-74.242644,40.061301,21,"basement, garage_1_or_more, garage_2_or_more, single_story"
M9909275032,425000,3,3,1712,2327 4th Ave,Toms River,NJ,8753,-74.131799,39.953803,14,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5332257585,425000,4,3,2207,837 Bay Ave,Toms River,NJ,8753,-74.165298,39.971811,9,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6500102765,425000,4,2,1824,116 Montclair Rd N,Barnegat,NJ,8005,-74.194874,39.763217,29,"garage_1_or_more, two_or_more_stories"
M6318839296,425000,8,3,2194,116 6th St,Lakewood,NJ,8701,-74.211831,40.096214,12,"basement, two_or_more_stories"
M6058617333,425000,4,2,1800,20 Wyoming Dr,Jackson,NJ,8527,-74.254626,40.140531,24,"garage_1_or_more, two_or_more_stories"
M9567379673,426390,3,3,2401,50 Mutineer Ave,Barnegat,NJ,8005,-74.266724,39.752873,39,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6337100647,428000,4,2,1909,41 Cornell Dr,Manahawkin,NJ,8050,-74.259333,39.700999,57,"basement, two_or_more_stories"
M5145562366,429000,8,5,2526,103 Hadassah Ln,Lakewood,NJ,8701,-74.219936,40.068125,14,"basement, two_or_more_stories"
M5887370881,429000,3,2,2153,28 Valencia Dr,Manchester Township,NJ,8759,-74.268547,40.042518,11,"garage_1_or_more, garage_2_or_more, single_story"
M5426815619,429000,3,1,1872,1001 W Veterans Hwy,Jackson,NJ,8527,-74.422732,40.0957,42,"basement, garage_1_or_more, single_story"
M6630361756,429000,5,3,2670,19 Glenwood Dr,Berkeley,NJ,8721,-74.147615,39.930466,10,"basement, garage_1_or_more, single_story"
M6139538142,429000,4,2,1909,1964 Whitesville Rd,Toms River,NJ,8755,-74.235842,40.025704,8,"basement, two_or_more_stories"
M5806500821,429000,3,3,2172,148 Princeton Ave,Brick,NJ,8724,-74.117954,40.064023,16,"basement, garage_1_or_more, two_or_more_stories"
M6646812300,429000,4,2,1930,1117 6th Ave,Toms River,NJ,8757,-74.260136,39.998591,47,"garage_1_or_more, single_story"
M6929553561,429000,5,2,2067,1038 Hearthstone Dr,Lakewood,NJ,8701,-74.22708,40.059507,9,"garage_1_or_more, two_or_more_stories"
M5238807013,429000,3,2,1100,802 S Green St,Tuckerton,NJ,8087,-74.33739,39.584701,63,"basement, single_story"
M9472917503,429865,2,2,1865,36 Black Bear Dr,Barnegat,NJ,8005,-74.299347,39.765402,10,"garage_1_or_more, garage_2_or_more, single_story"
M9128918930,429900,4,4,1895,9 Molly Ct,Barnegat,NJ,8005,-74.23352559,39.76250342,22,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5253864196,429900,2,2,2118,42 Pancoast Rd,Waretown,NJ,8758,-74.217699,39.780617,8,"garage_1_or_more, garage_2_or_more, single_story"
M6017687956,429900,5,2,1830,1217 Boulevard,Seaside Heights,NJ,8751,-74.073188,39.946035,10,"basement, two_or_more_stories"
M9741854338,429900,3,3,2600,168 Woodside Ln,Whiting,NJ,8759,-74.38871017,39.95268627,9,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5471351170,429900,3,2,1085,59 Wind Jammer Ct,Bayville,NJ,8721,-74.136849,39.914091,101,"garage_1_or_more, garage_2_or_more, single_story"
M5943123880,429900,3,1,1825,1152 Laurel Blvd,Lanoka Harbor,NJ,8734,-74.134491,39.86053,32,single_story
M5560772161,429900,4,1,1650,376 Kingfisher Rd,Tuckerton,NJ,8087,-74.328854,39.583733,16,single_story
M9173929094,429900,4,3,2100,475 E End Ave,Brick,NJ,8723,-74.120729,40.048528,23,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6365722817,429900,4,3,2020,52 Buckingham Dr,Toms River,NJ,8753,-74.170232,40.003422,28,single_story
M6435139637,429900,3,3,2456,1 Azalea Ct,Barnegat,NJ,8005,-74.242918,39.769726,8,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5553529270,429900,3,2,1360,387 Golfview Dr,Manahawkin,NJ,8050,-74.266989,39.732393,25,"garage_1_or_more, garage_2_or_more, single_story"
M6018737700,429900,4,3,2172,129 Voyager Ln,Manahawkin,NJ,8050,-74.279345,39.744958,20,"garage_1_or_more, two_or_more_stories"
M5705361785,429900,4,3,2192,292 Princeton Ave,Bayville,NJ,8721,-74.176347,39.903674,43,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6139444014,429999,5,3,3112,817 Birmingham Ave,Toms River,NJ,8757,-74.267781,40.003377,36,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6778769076,434777,3,2,1800,165 Royal Dr,Brick,NJ,8723,-74.120206,40.032045,12,"basement, single_story"
M6022942454,434900,3,2,1600,208 Carteret Ave,Seaside Heights,NJ,8751,-74.074833,39.947225,58,single_story
M6970114283,434999,3,3,3471,27 Crooked Stick Rd,Jackson,NJ,8527,-74.282276,40.097916,74,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6258153527,435000,2,2,2382,60 Marlow Dr,Jackson,NJ,8527,-74.313287,40.140704,16,"garage_1_or_more, garage_2_or_more, single_story"
M5913101165,435000,2,2,2382,25 Barbaras Way,Jackson,NJ,8527,-74.316239,40.136964,24,"garage_1_or_more, garage_2_or_more, single_story"
M5540291818,437450,4,2,900,218 Ocean Ave Apt C1,Point Pleasant Beach,NJ,8742,-74.036597,40.096028,8,single_story
M5710318736,437450,4,2,864,218 Ocean Ave Apt D1,Point Pleasant Beach,NJ,8742,-74.036597,40.096028,8,single_story
M6908188620,438000,3,3,2836,28 Sunlight Springs Rd,Lakewood,NJ,8701,-74.169195,40.036244,10,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5653334860,438000,5,4,2900,119 Dupont Ave Unit A9,Seaside Heights,NJ,8751,-74.075187,39.937747,232,"garage_1_or_more, two_or_more_stories"
M6970968251,439000,4,3,2165,114 Hollyberry Dr,Toms River,NJ,8753,-74.118235,39.967774,9,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5150366524,439000,4,3,1923,748 E Veterans Hwy,Jackson,NJ,8527,-74.297203,40.081119,16,"basement, garage_1_or_more, two_or_more_stories"
M5999923290,439000,2,1,480,20 Amber St Apt E5,Beach Haven,NJ,8008,-74.237619,39.560303,52,"basement, two_or_more_stories"
M5417638750,439000,4,3,1840,4 Culpepper Ct,Jackson,NJ,8527,-74.272318,40.141111,15,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6206241030,439000,4,2,1844,6 Albatross Pt,Bayville,NJ,8721,-74.165362,39.87169,12,two_or_more_stories
M6546423445,439000,4,3,1930,73 Villanova Dr,Jackson,NJ,8527,-74.267838,40.119073,51,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5404768702,439500,2,1,733,484 Cedar Swamp Rd,Jackson,NJ,8527,-74.342831,40.142116,17,single_story
M5600156360,439900,3,3,2434,15 Gainsborough Ln,Manchester,NJ,8759,-74.306374,40.029867,31,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5289360450,439900,3,2,1709,127 E Navasink Dr,Tuckerton,NJ,8087,-74.381082,39.559968,42,"garage_1_or_more, two_or_more_stories"
M5904815530,439900,3,3,2390,32 Crown Cir,Lakewood,NJ,8701,-74.162007,40.04232,51,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6802988087,439900,3,2,1823,1214 Laurel Blvd,Lanoka Harbor,NJ,8734,-74.132108,39.860102,18,"garage_1_or_more, single_story"
M5765707209,439900,4,1,1192,94 Jeteemale Dr,Manahawkin,NJ,8050,-74.237434,39.675724,50,single_story
M6591139244,439900,4,3,2280,7 Oceanport Ave,Bayville,NJ,8721,-74.122892,39.928708,28,"garage_1_or_more, two_or_more_stories"
M6606130486,439900,4,3,2512,48 Pinewood Dr,Brick,NJ,8724,-74.147329,40.079391,58,two_or_more_stories
M5882381616,439900,6,3,3211,167 Captain Rd,Manahawkin,NJ,8050,-74.297834,39.742332,37,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5439622508,439900,3,3,2920,979 Canton Dr,Toms River,NJ,8753,-74.176762,39.995165,9,"basement, garage_1_or_more, two_or_more_stories"
M5075697467,439900,4,3,2520,593 Sergey Rd,Jackson,NJ,8527,-74.389598,40.108205,144,"basement, garage_1_or_more, two_or_more_stories"
M5732113964,440000,5,3,2425,301 Cedar St,Tuckerton,NJ,8087,-74.334458,39.601593,56,"basement, garage_1_or_more, two_or_more_stories"
M9859556706,440000,3,2,1940,66 Butler Dr,Barnegat,NJ,8005,-74.25640561,39.75498098,14,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5322193671,440000,2,1,1000,9 Teal Bnd,Manahawkin,NJ,8050,-74.2141,39.6737,14,"basement, garage_1_or_more, single_story"
M9199147463,442195,2,2,1657,64 Ambermist Way,Forked River,NJ,8731,-74.214846,39.868908,54,"garage_1_or_more, garage_2_or_more, single_story"
M9130223265,442600,3,3,2606,2 Paddock Ct,Bayville,NJ,8721,-74.163672,39.904216,25,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9028613472,443400,4,3,2601,9 Rachel Ct,Bayville,NJ,8721,-74.159523,39.906934,185,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6795196356,444000,4,4,3258,4 Blanche Dr,New Egypt,NJ,8533,-74.476501,40.079071,19,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5025842268,444500,2,2,810,15 W Marion St,Mantoloking,NJ,8738,-74.060453,40.007706,36,"basement, two_or_more_stories"
M5842018229,445000,4,3,2345,1145 Laurel Dr,Toms River,NJ,8753,-74.144666,39.986399,55,two_or_more_stories
M9170240246,445865,3,2,2015,28 Raccoon Ln,Barnegat,NJ,8005,-74.300046,39.766752,85,"basement, garage_1_or_more, garage_2_or_more, single_story"
M9515400231,446865,3,2,1958,31 Raccoon Ln,Barnegat,NJ,8005,-74.300415,39.766277,46,"garage_1_or_more, garage_2_or_more, single_story"
M9638909806,447490,2,2,1748,22 Raccoon Ln,Barnegat,NJ,8005,-74.299381,39.76638,46,"basement, garage_1_or_more, garage_2_or_more, single_story"
M9727593461,447865,3,2,1958,34 Black Bear Dr,Barnegat,NJ,8005,-74.29907,39.765395,45,"garage_1_or_more, garage_2_or_more, single_story"
M9850017983,448640,4,3,2556,14 Prairie Ln,Bayville,NJ,8721,-74.165274,39.905253,197,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9044311648,448865,2,2,1748,26 Raccoon Ln,Barnegat,NJ,8005,-74.299799,39.766627,45,"basement, garage_1_or_more, garage_2_or_more, single_story"
M9121137070,449000,4,3,2427,145 Ocean Ave,Beachwood,NJ,8722,-74.188321,39.937016,58,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6722045237,449000,2,2,1362,833 Bowline Dr,Forked River,NJ,8731,-74.152541,39.840164,64,"garage_1_or_more, garage_2_or_more, single_story"
M5472406907,449000,4,3,2192,317 10th Ave,Manchester,NJ,8759,-74.276622,39.998618,16,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5660266113,449000,4,3,2427,140 Pennant Ave,Beachwood,NJ,8722,-74.18797,39.936899,58,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5720046799,449000,3,2,2191,30 Pebble Beach Blvd,Jackson,NJ,8527,-74.295175,40.096874,8,"garage_1_or_more, garage_2_or_more, single_story"
M5695249263,449000,5,2,2810,325 Hawthorne Ave,Point Pleasant Beach,NJ,8742,-74.049414,40.094497,22,"basement, two_or_more_stories"
M5207397325,449000,2,2,1816,33 Arborridge Dr,Forked River,NJ,8731,-74.20994,39.868978,8,"garage_1_or_more, garage_2_or_more, single_story"
M6873874910,449000,3,3,2493,22 Deal Ln,Waretown,NJ,8758,-74.22794,39.787308,43,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5955160779,449000,3,3,2850,1041 Bayview Ave,Bayville,NJ,8721,-74.144517,39.885506,12,"garage_1_or_more, two_or_more_stories"
M6733200349,449000,3,3,1500,352 Brewers Bridge Rd,Jackson,NJ,8527,-74.274145,40.104084,38,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9569761162,449265,3,2,2015,27 Raccoon Ln,Barnegat,NJ,8005,-74.300112,39.76624,46,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6760587485,449800,2,2,2032,39 Congressional Rd,Jackson,NJ,8527,-74.289695,40.098989,29,"garage_1_or_more, garage_2_or_more, single_story"
M5747951989,449900,5,4,2585,405 Brigantine Ter,Tuckerton,NJ,8087,-74.333231,39.599881,15,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5747849454,449900,2,2,2291,9 Point Pleasant Ln,Waretown,NJ,8758,-74.232643,39.782921,13,"garage_1_or_more, garage_2_or_more, single_story"
M5793797658,449900,2,2,2177,39 Heath Ln,Jackson,NJ,8527,-74.305714,40.13805,21,"garage_1_or_more, garage_2_or_more, single_story"
M6424583410,449900,4,3,2323,228 Essex Dr,Brick,NJ,8723,-74.147326,40.035699,129,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5978111525,449900,3,3,2000,316 Porter Ave,Seaside Heights,NJ,8751,-74.078794,39.937797,50,"basement, garage_1_or_more, two_or_more_stories"
M6447975385,449900,4,3,2400,1 Key Largo Ct,Bayville,NJ,8721,-74.16371,39.875454,38,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6751283778,449900,3,3,3187,328 Kingfisher Rd,Tuckerton,NJ,8087,-74.332453,39.582422,15,two_or_more_stories
M5361413890,449900,3,3,1800,760 W Veterans Hwy,Jackson,NJ,8527,-74.402821,40.101949,21,"basement, garage_1_or_more, two_or_more_stories"
M5505108979,449900,3,3,2600,17 Howard Ave,Manchester,NJ,8759,-74.297078,39.998376,11,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6080808239,449999,4,3,2000,1158 Laurel Dr,Toms River,NJ,8753,-74.145251,39.987256,21,"garage_2_or_more, two_or_more_stories"
M6141635184,449999,4,3,2190,5 Carolyn Ct,Lanoka Harbor,NJ,8734,-74.172295,39.865373,21,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5442965833,450000,3,2,2012,31 Pembroke Dr,Jackson,NJ,8527,-74.323877,40.159524,11,"garage_1_or_more, garage_2_or_more, single_story"
M5868582732,450000,4,3,2652,1524 Neptune Ave,Beachwood,NJ,8722,-74.205755,39.917563,9,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5964208180,450000,4,3,2000,495 Madison Ave,Toms River,NJ,8753,-74.1821,39.954767,11,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6025345847,450000,4,3,2132,780 Lakehurst Ave,Jackson,NJ,8527,-74.358262,40.065387,11,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5869289898,450000,5,2,2330,1201 Polaris Ct,Forked River,NJ,8731,-74.171136,39.819434,48,two_or_more_stories
M6551094803,450000,4,3,2296,47 Maxim Dr,Forked River,NJ,8731,-74.201267,39.859255,50,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5565388063,450000,4,3,2283,1661 Delaware Ave,Manchester,NJ,8759,-74.381291,39.923657,38,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5626065241,450000,3,2,1414,1887 Monitor Dr,Toms River,NJ,8753,-74.144434,39.994333,41,"garage_2_or_more, two_or_more_stories"
M6213277996,450000,4,3,2716,33 Butternut Ln,Bayville,NJ,8721,-74.168768,39.905871,8,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6807550093,450000,3,3,2650,444 Monticello Ln,Lakewood,NJ,8701,-74.229084,40.051832,42,"garage_1_or_more, single_story"
M9498505360,452990,4,3,2169,90 Nautilus Dr,Barnegat,NJ,8005,-74.270165,39.754182,46,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
